id,text_kz,text_ru,category,urgency,region,status,reply_text,duplicate
730,"Автобус жүргізушісі менің жеңілдік картамды алып, оны терминалға бірнеше рет басты.",Водитель автобуса взял мою льготную карту и несколько раз приложил ее к терминалу.,общественный транспорт,низкая,Астана,решена,"С водителем проведена работа. Возможно, была техническая проблема с терминалом. Двойного списания не произошло.",False
731,"Үйдің кіреберісіндегі пошта жәшіктеріне жарнама қағаздарын тығып, қоқыс тастап кетеді.",В почтовые ящики в подъезде запихивают рекламу и оставляют мусор.,ЖКХ,низкая,Караганда,новая,Распространение рекламы таким способом является нарушением. Вы можете обратиться с жалобой на распространителей.,True
732,"Дәрігердің қабылдауына жазылған уақытымда келсем, ол басқа пациентті қабылдап жатыр екен.","Когда я пришел на прием в свое время, врач принимал другого пациента.",медицина,низкая,Алматы,новая,Приносим извинения за задержку. Иногда прием предыдущего пациента может занять больше времени. Просим отнестись с пониманием.,True
733,"Жолдағы шұңқырлардың кесірінен көлігімнің дөңгелегін жиі ауыстырамын, бұл бюджетіме әсер етеді.","Из-за ям на дорогах я часто меняю колеса, что бьет по моему бюджету.",дороги,средняя,Астана,в процессе,Мы понимаем ваше недовольство. Ведутся плановые работы по ремонту дорожного полотна в городе.,True
734,"Мектептегі асханадағы тамақтардың сапасы нашар болғандықтан, балам үйден тамақ алып барады.",Из-за плохого качества еды в школьной столовой мой ребенок носит еду из дома.,образование,низкая,Караганда,в процессе,Ваше мнение очень важно. Будет создана комиссия с участием родителей для контроля качества питания.,True
735,Мемлекеттік сатып алу конкурсының жеңімпазы туралы ақпарат жарияланбайды.,Информация о победителе конкурса госзакупок не публикуется.,коррупция,низкая,Астана,новая,Итоги всех государственных закупок являются открытой информацией и в обязательном порядке публикуются на веб-портале госзакупок.,False
736,Қаланың жанындағы өзенге жақын жердегі үйлердің қоқысы суға түседі.,Мусор из домов у реки попадает прямо в воду.,экология,средняя,Алматы,в процессе,Будет проведена проверка наличия договоров на вывоз мусора у жителей данных домов.,True
737,Жәрдемақы алу үшін қажетті анықтаманы алуға ақы сұрады.,"За получение справки, необходимой для пособия, попросили плату.",соцподдержка,высокая,Шымкент,новая,"Выдача справок в государственных органах производится бесплатно (за исключением госпошлины, если она предусмотрена). Требование дополнительной платы незаконно.",True
738,"Полиция қызметкерлері менің шағымымды қабылдап, бірақ оны қараусыз қалдырды.","Сотрудники полиции приняли мою жалобу, но оставили ее без рассмотрения.",полиция,высокая,Караганда,в процессе,Бездействие сотрудников является нарушением. Ваша жалоба передана в надзорный орган для принятия мер.,True
739,"Интернет провайдерінің қызметкерлері үйге келгенде, менің жеке компьютерімді пайдаланды.","Сотрудники интернет-провайдера, придя на дом, пользовались моим личным компьютером.",интернет,средняя,Астана,решена,Приносим извинения за недопустимое поведение. С сотрудниками проведена строгая работа. Компания готова возместить возможный ущерб.,False
740,"Автобус жүргізушісі менің аялдамамда тоқтамай, келесі аялдамада 'менің кінәм жоқ' деді.","Водитель автобуса не остановился на моей остановке, а на следующей сказал, что 'это не его вина'.",общественный транспорт,низкая,Алматы,решена,С водителем проведена работа. Он обязан быть внимательным и останавливаться на всех обозначенных остановках.,True
741,Үйдің кіреберісіндегі лифт жиі кептеліп қалады.,Лифт в подъезде часто застревает.,ЖКХ,высокая,Астана,в процессе,Будет проведена полная техническая диагностика лифтового оборудования для выявления и устранения причин сбоев.,True
742,"Дәрігердің қабылдауына жазылған уақытымда келсем, ол менің орныма басқа адамды қабылдады.","Когда я пришел на прием в свое время, врач принял вместо меня другого человека.",медицина,средняя,Караганда,новая,"Приносим извинения. Возможно, предыдущий пациент нуждался в экстренной помощи. Мы постараемся принять вас в ближайшее время.",False
743,"Жолдағы бағдаршамның қызыл түсі өте ұзақ жанады, кептеліс тудырады.","Красный сигнал светофора на дороге горит слишком долго, создавая пробки.",дороги,низкая,Астана,в процессе,"Режим работы светофора будет проанализирован и, при необходимости, скорректирован для оптимизации трафика.",False
744,Мектептегі асханадағы тамақтардың бағасы күн сайын өзгеріп отырады.,Цены на еду в школьной столовой меняются каждый день.,образование,низкая,Алматы,решена,Цены на питание должны быть фиксированными. С поставщиком питания проведена работа. Меню с ценами вывешено на видном месте.,False
745,Мемлекеттік сатып алу конкурсының жеңімпазының тәжірибесі жоқ екені белгілі болды.,"Выяснилось, что у победителя конкурса госзакупок нет опыта.",коррупция,средняя,Караганда,новая,"Будет проведена проверка соответствия победителя квалификационным требованиям, указанным в конкурсной документации.",False
746,Қаланың жанындағы өзенге жақын жердегі құрылыс алаңынан шыққан шу түнде ұйықтатпайды.,Шум со стройплощадки у реки не дает спать по ночам.,экология,низкая,Астана,решена,Застройщику выдано предписание о соблюдении режима тишины в ночное время. Шумные работы будут проводиться только днем.,True
747,"Жәрдемақы тағайындау үшін менің жұбайымның табысы туралы анықтаманы талап етті, бірақ ол шетелде.","Для назначения пособия потребовали справку о доходах моего супруга, но он за границей.",соцподдержка,средняя,Алматы,новая,"Вам необходимо предоставить документы, подтверждающие его нахождение за пределами РК. Вопрос будет рассмотрен комиссионно.",False
748,"Полиция қызметкерлері менің шағымымды қабылдап, бірақ оны басқа адамның атына тіркеген.","Сотрудники полиции приняли мою жалобу, но зарегистрировали ее на другого человека.",полиция,высокая,Караганда,решена,Приносим извинения за допущенную ошибку. В базу данных внесены исправления. По вашему делу ведется работа.,False
749,"Интернет провайдерінің қызметкерлері үйге келгенде, менің жеке өміріме қатысты сұрақтар қойды.","Сотрудники интернет-провайдера, придя на дом, задавали вопросы о моей личной жизни.",интернет,низкая,Астана,решена,Это является нарушением профессиональной этики. С сотрудниками проведена беседа о недопустимости подобного поведения.,True
750,"Автобус жүргізушісі менің аялдамамда тоқтамай, 'менің кестем бар' деді.","Водитель автобуса не остановился на моей остановке, сказав, что 'у него график'.",общественный транспорт,низкая,Шымкент,решена,Соблюдение графика не должно идти вразрез с безопасностью и правилами перевозки пассажиров. С водителем проведена работа.,True
751,Үйдің кіреберісіндегі шамдар үнемі істен шығады.,Лампочки в подъезде постоянно перегорают.,ЖКХ,низкая,Павлодар,в процессе,"Возможно, проблема в скачках напряжения. Будет проведена диагностика внутридомовых электрических сетей.",True
752,"Дәрігердің қабылдауына жазылған уақытымда келсем, ол менің орныма танысын қабылдады.","Когда я пришел на прием в свое время, врач принял вместо меня своего знакомого.",медицина,высокая,Шымкент,новая,Это грубое нарушение. Просим сообщить ФИО врача для проведения служебного расследования и принятия мер.,True
753,Жолдағы бағдаршамның таймері дұрыс істемейді.,Таймер на светофоре не работает должным образом.,дороги,низкая,Караганда,решена,Неисправность устранена. Таймер отремонтирован.,False
754,Мектептегі асханадағы тамақтардың сапасын тексеруге келген комиссия ештеңе таппады.,"Комиссия, проверявшая качество еды в школьной столовой, ничего не нашла.",образование,низкая,Астана,новая,"Вы, как родитель, имеете право войти в состав бракеражной комиссии для осуществления общественного контроля.",True
755,Мемлекеттік сатып алу конкурсына қатысу үшін менің компаниямнан негізсіз құжаттар талап етті.,Для участия в конкурсе госзакупок от моей компании потребовали необоснованные документы.,коррупция,средняя,Алматы,новая,"Требование документов, не предусмотренных конкурсной документацией, является незаконным. Вы можете подать жалобу на организатора закупок.",False
756,Қаланың жанындағы өзенге жақын жердегі демалыс орындарының қоқысы суға түсіп жатыр.,Мусор с зон отдыха у реки попадает в воду.,экология,средняя,Капчагай,в процессе,Будет усилен контроль за соблюдением санитарных норм владельцами зон отдыха.,True
757,"Жәрдемақы тағайындау үшін менің жұбайымның табысы туралы анықтаманы талап етті, бірақ ол жұмыссыз.","Для назначения пособия потребовали справку о доходах моего супруга, хотя он безработный.",соцподдержка,низкая,Астана,решена,В таком случае необходимо предоставить справку о регистрации в качестве безработного из центра занятости.,False
758,"Полиция қызметкерлері менің шағымымды қабылдап, бірақ оны басқа іспен біріктіріп жіберген.","Сотрудники полиции приняли мою жалобу, но объединили ее с другим делом.",полиция,низкая,Караганда,новая,"Объединение уголовных дел допускается, если преступления связаны между собой. Вы будете уведомлены о ходе расследования.",False
759,"Интернет провайдерінің қызметкерлері үйге келгенде, менің жеке мәліметтерімді суретке түсіріп алды.","Сотрудники интернет-провайдера, придя на дом, сфотографировали мои личные данные.",интернет,высокая,Алматы,новая,Это грубое нарушение закона о персональных данных. Просим немедленно сообщить детали в компанию и правоохранительные органы.,False
760,"Автобус жүргізушісі менің аялдамамда тоқтамай, 'мен сені көрмедім' деді.","Водитель автобуса не остановился на моей остановке, сказав, что 'он меня не видел'.",общественный транспорт,низкая,Астана,решена,Приносим извинения. С водителем проведена работа о необходимости быть внимательным к пассажирам на остановках.,True
761,Үйдің кіреберісіндегі лифттің ішіндегі шам жанбайды.,В лифте в подъезде не горит лампочка.,ЖКХ,низкая,Астана,решена,Лампочка заменена. Спасибо за ваше обращение.,True
762,"Дәрігердің қабылдауына жазылған уақытымда келсем, ол менің орныма ақылы пациентті қабылдады.","Когда я пришел на прием в свое время, врач принял вместо меня платного пациента.",медицина,высокая,Алматы,новая,Это является нарушением ваших прав. Пациенты по записи должны приниматься в свое время. Будет проведена проверка.,True
763,"Жолдағы бағдаршамның жасыл түсі жанып тұрғанда, көліктер тоқтамай өтіп кетеді.","Машины проезжают на красный свет, когда пешеходам горит зеленый.",дороги,высокая,Астана,в процессе,Информация передана в патрульную полицию для усиления контроля на данном перекрестке.,True
764,"Мектептегі асханадағы тамақтардың сапасы нашар болғандықтан, баламның асқазаны ауырады.",Из-за плохого качества еды в школьной столовой у моего ребенка болит живот.,образование,высокая,Караганда,в процессе,Просим вас обратиться к школьному врачу для фиксации случая. Будет проведена внеплановая проверка пищеблока с привлечением СЭС.,True
765,Мемлекеттік сатып алу конкурсының жеңімпазының техникасы жоқ екені белгілі болды.,"Выяснилось, что у победителя конкурса госзакупок нет собственной техники.",коррупция,средняя,Шымкент,новая,Наличие техники может быть подтверждено договорами аренды. Будет проведена проверка соответствия победителя требованиям.,False
766,Қаланың жанындағы өзенге жақын жердегі демалыс орындарының дәретханалары суға ағызылады.,Туалеты зон отдыха у реки сливаются прямо в воду.,экология,высокая,Капчагай,в процессе,Это грубейшее нарушение санитарных и экологических норм. Будет проведена проверка всех зон отдыха с принятием самых строгих мер.,True
767,"Жәрдемақы тағайындау үшін менің жұбайымның табысы туралы анықтаманы талап етті, бірақ ол өзін-өзі жұмыспен қамтыған.","Для назначения пособия потребовали справку о доходах моего супруга, но он самозанятый.",соцподдержка,низкая,Астана,новая,В таком случае необходимо предоставить данные из налоговых органов о его доходах за последний год.,False
768,"Полиция қызметкерлері менің шағымымды қабылдап, бірақ оны басқа бапқа ауыстырып жіберген.","Сотрудники полиции приняли мою жалобу, но переквалифицировали ее на другую статью.",полиция,средняя,Алматы,новая,"Квалификация деяния определяется следователем. Если вы не согласны с квалификацией, вы можете обжаловать ее в прокуратуре.",False
769,"Интернет провайдерінің қызметкерлері үйге келгенде, менің үй жануарларымды қорқытты.","Сотрудники интернет-провайдера, придя на дом, напугали моих домашних животных.",интернет,низкая,Караганда,решена,Приносим извинения. С персоналом проведена работа о необходимости бережного отношения к имуществу и питомцам клиентов.,False
770,"Автобус жүргізушісі менің аялдамамда тоқтамай, 'бұл жерде тоқтауға рұқсат жоқ' деді.","Водитель автобуса не остановился на моей остановке, сказав, что 'здесь остановка запрещена'.",общественный транспорт,низкая,Астана,решена,Остановка является официальной частью маршрута. С водителем проведена работа. Приносим извинения.,True
771,Үйдің кіреберісіндегі лифттің батырмалары істен шыққан.,Кнопки в лифте в подъезде не работают.,ЖКХ,средняя,Алматы,решена,Ремонт кнопочной панели произведен. Лифт исправен.,False
772,"Дәрігердің қабылдауына жазылған уақытымда келсем, ол менің орныма туысын қабылдады.","Когда я пришел на прием в свое время, врач принял вместо меня своего родственника.",медицина,высокая,Шымкент,новая,Это является грубым нарушением служебной этики. Просим сообщить ФИО врача для проведения проверки.,True
773,"Жолдағы бағдаршамның жасыл түсі жанып тұрғанда, көліктердің бірі қызылға өтіп кетті.","Одна из машин проехала на красный свет, когда пешеходам горел зеленый.",дороги,высокая,Алматы,в процессе,"Если у вас есть запись с видеорегистратора, просим направить ее в полицию для привлечения нарушителя к ответственности.",True
774,"Мектептегі асханадағы тамақтардың сапасы нашар болғандықтан, баламның аллергиясы қозып кетті.",Из-за плохого качества еды в школьной столовой у моего ребенка обострилась аллергия.,образование,высокая,Астана,в процессе,Просим вас предоставить медицинское заключение. Будет проведена проверка меню и состава блюд на наличие аллергенов.,True
775,Мемлекеттік сатып алу конкурсының жеңімпазының жұмысшылары жоқ екені белгілі болды.,"Выяснилось, что у победителя конкурса госзакупок нет работников.",коррупция,средняя,Караганда,новая,Наличие работников в штате не всегда является обязательным требованием. Будет проведена проверка на соответствие компании условиям конкурса.,False
776,Қаланың жанындағы өзенге жақын жердегі демалыс орындарының музыкасының даусы тым қатты.,Музыка из зон отдыха у реки слишком громкая.,экология,низкая,Капчагай,в процессе,Будут проведены замеры уровня шума. В случае превышения владельцы заведений будут оштрафованы.,True
777,"Жәрдемақы тағайындау үшін менің жұбайымның табысы туралы анықтаманы талап етті, бірақ ол қайтыс болған.","Для назначения пособия потребовали справку о доходах моего супруга, но он умер.",соцподдержка,высокая,Астана,решена,Приносим глубокие соболезнования и извинения за ошибку. Вам необходимо предоставить свидетельство о смерти. Пособие будет назначено.,False
778,"Полиция қызметкерлері менің шағымымды қабылдап, бірақ оны басқа ауданға жіберген.","Сотрудники полиции приняли мою жалобу, но отправили ее в другой район.",полиция,низкая,Алматы,в процессе,Передача заявления по территориальности является стандартной процедурой. О ходе дела вас уведомят из соответствующего РУВД.,True
779,"Интернет провайдерінің қызметкерлері үйге келгенде, менің үйімде темекі шекті.","Сотрудники интернет-провайдера, придя на дом, курили в моей квартире.",интернет,средняя,Астана,решена,Это вопиющее нарушение. Приносим извинения. С данными сотрудниками расторгнут трудовой договор.,False
780,"Автобус жүргізушісі менің аялдамамда тоқтамай, 'мен сенің белгіңді көрмедім' деді.","Водитель автобуса не остановился на моей остановке, сказав, что 'он не видел моего знака'.",общественный транспорт,низкая,Караганда,решена,Приносим извинения. С водителем проведена беседа о необходимости быть внимательным к пассажирам.,True
781,Үйдің кіреберісіндегі лифттің айнасы сынған.,Зеркало в лифте в подъезде разбито.,ЖКХ,низкая,Алматы,решена,Разбитое зеркало заменено. Просим бережно относиться к общему имуществу.,False
782,"Дәрігердің қабылдауына жазылған уақытымда келсем, ол менің орныма танысының баласын қабылдады.","Когда я пришел на прием в свое время, врач принял вместо меня ребенка своего знакомого.",медицина,высокая,Астана,новая,Это является грубым нарушением. Просим сообщить ФИО врача для проведения служебного расследования.,True
783,"Жолдағы бағдаршамның жасыл түсі жанып тұрғанда, жаяу жүргіншілерге арналған бағдаршамда да жасыл жанады.","Когда на дороге горит зеленый, на пешеходном светофоре тоже горит зеленый.",дороги,высокая,Караганда,решена,Произошел сбой в работе контроллера. Неисправность устранена. Спасибо за вашу бдительность.,True
784,"Мектептегі асханадағы тамақтардың сапасы нашар болғандықтан, балам мектепте тамақ ішпейді.",Из-за плохого качества еды в школьной столовой мой ребенок не ест в школе.,образование,низкая,Алматы,в процессе,Мы проведем проверку организации питания и опрос среди учащихся для улучшения качества блюд.,True
785,Мемлекеттік сатып алу конкурсының жеңімпазының лицензиясы жоқ екені белгілі болды.,"Выяснилось, что у победителя конкурса госзакупок нет лицензии.",коррупция,высокая,Астана,в процессе,Это является основанием для отмены итогов конкурса. Будет проведена проверка. Спасибо за сигнал.,False
786,Қаланың жанындағы өзенге жақын жердегі демалыс орындарынан шыққан қоқыс желмен ұшып жатыр.,Мусор с зон отдыха у реки разносится ветром.,экология,низкая,Капчагай,решена,Владельцам зон отдыха дано предписание установить сетчатые ограждения для мусорных контейнеров.,True
787,"Жәрдемақы тағайындау үшін менің жұбайымның табысы туралы анықтаманы талап етті, бірақ ол басқа қалада тұрады.","Для назначения пособия потребовали справку о доходах моего супруга, но он живет в другом городе.",соцподдержка,низкая,Астана,новая,Справку о доходах можно получить онлайн через портал Egov.kz вне зависимости от места проживания.,False
788,"Полиция қызметкерлері менің шағымымды қабылдап, бірақ оны басқа адамның ісіне тіркеп қойған.","Сотрудники полиции приняли мою жалобу, но приобщили ее к делу другого человека.",полиция,высокая,Караганда,решена,Приносим извинения за допущенную ошибку. Ваше заявление выделено в отдельное производство. Ведется расследование.,False
789,"Интернет провайдерінің қызметкерлері үйге келгенде, менің үйімдегі заттарды суретке түсірді.","Сотрудники интернет-провайдера, придя на дом, фотографировали вещи в моей квартире.",интернет,высокая,Алматы,новая,Это абсолютно недопустимо и является вторжением в частную жизнь. Просим немедленно сообщить детали в компанию для принятия самых строгих мер.,False
790,"Автобус жүргізушісі менің аялдамамда тоқтамай, 'мен сені байқамай қалдым' деді.","Водитель автобуса не остановился на моей остановке, сказав, что 'он меня не заметил'.",общественный транспорт,низкая,Астана,решена,Приносим извинения. С водителем проведена беседа о необходимости быть более внимательным на маршруте.,True
791,Үйдің кіреберісіндегі лифттің есігі қатты тарс етіп жабылады.,Дверь лифта в подъезде слишком громко хлопает.,ЖКХ,низкая,Караганда,решена,Проведена наладка дверного механизма лифта. Шум устранен.,False
792,"Дәрігердің қабылдауына жазылған уақытымда келсем, ол менің орныма досын қабылдады.","Когда я пришел на прием в свое время, врач принял вместо меня своего друга.",медицина,высокая,Шымкент,новая,Это грубое нарушение. Просим сообщить ФИО врача для проведения служебной проверки.,True
793,"Жолдағы бағдаршамның жасыл түсі жанып тұрғанда, көліктердің бірі өтіп кетіп, мені қағып кете жаздады.","Одна из машин проехала на красный свет и чуть не сбила меня, когда я переходил на зеленый.",дороги,высокая,Алматы,в процессе,"Надеемся, с вами все в порядке. Информация передана в патрульную полицию для усиления дежурства на этом перекрестке.",True
794,"Мектептегі асханадағы тамақтардың сапасы нашар болғандықтан, баламның іші өтеді.",Из-за плохого качества еды в школьной столовой у моего ребенка расстройство желудка.,образование,высокая,Караганда,в процессе,Просим вас зафиксировать случай у врача. Будет проведена внеплановая проверка СЭС в пищеблоке школы.,True
795,Мемлекеттік сатып алу конкурсының жеңімпазының кеңсесі жоқ екені белгілі болды.,"Выяснилось, что у победителя конкурса госзакупок нет офиса.",коррупция,низкая,Астана,новая,Наличие офиса не всегда является обязательным квалификационным требованием. Будет проведена проверка.,False
796,Қаланың жанындағы өзенге жақын жердегі демалыс орындарының қоқысы суға ағып жатыр.,Мусор с зон отдыха у реки стекает в воду.,экология,средняя,Капчагай,в процессе,Будет проведена проверка соблюдения санитарных норм и наличия договоров на вывоз ТБО у всех зон отдыха.,True
797,"Жәрдемақы тағайындау үшін менің жұбайымның табысы туралы анықтаманы талап етті, бірақ ол басқа елдің азаматы.","Для назначения пособия потребовали справку о доходах моего супруга, но он гражданин другой страны.",соцподдержка,средняя,Алматы,новая,"Вам необходимо предоставить документы, подтверждающие его гражданство и, по возможности, сведения о доходах из страны его проживания.",False
798,"Полиция қызметкерлері менің шағымымды қабылдап, бірақ оны басқа іспен шатастырып алған.","Сотрудники полиции приняли мою жалобу, но перепутали ее с другим делом.",полиция,высокая,Астана,решена,Приносим извинения за досадную ошибку. Путаница устранена. По вашему делу ведется расследование.,False
799,"Интернет провайдерінің қызметкерлері үйге келгенде, менің үйімдегі тәртіпті бұзды.","Сотрудники интернет-провайдера, придя на дом, нарушали порядок в моей квартире.",интернет,низкая,Караганда,решена,Приносим извинения. С персоналом проведена работа о необходимости соблюдения порядка и чистоты у клиентов.,True
800,"Автобус жүргізушісі менің аялдамамда тоқтамай, 'мен сенің белгіңді байқамадым' деді.","Водитель автобуса не остановился на моей остановке, сказав, что 'он не заметил мой знак'.",общественный транспорт,низкая,Шымкент,решена,Приносим извинения. С водителем проведена беседа о необходимости быть внимательным.,True
801,"Ауладағы балалар алаңындағы сырғанақ тот басып, қауіпті болып тұр.",Горка на детской площадке во дворе заржавела и стала опасной.,ЖКХ,средняя,Астана,решена,Проведены работы по очистке от ржавчины и покраске игрового оборудования.,False
802,Дәрігердің қабылдауына жазылу үшін бірнеше күн бойы емханаға баруға тура келді.,"Приходилось несколько дней ходить в поликлинику, чтобы записаться на прием к врачу.",медицина,средняя,Туркестан,новая,"Рекомендуем использовать электронные сервисы для записи, это сэкономит ваше время и силы. Мы работаем над улучшением работы регистратуры.",True
803,Жолдағы жаяу жүргіншілер өткелінің сызықтары өшіп қалған.,Разметка на пешеходном переходе стерлась.,дороги,средняя,Алматы,решена,Работы по обновлению дорожной разметки на данном участке выполнены.,True
804,Мектептегі ағылшын тілі мұғалімі сабақта тек өз телефонымен отырады.,Учитель английского языка в школе на уроках сидит в своем телефоне.,образование,средняя,Караганда,в процессе,Будет проведена проверка по вашему сигналу. Использование телефона в личных целях во время урока недопустимо.,False
805,Шенеуніктердің қызметтік көліктеріне арнайы нөмірлер беріледі ме?,Выдают ли специальные номера для служебных автомобилей чиновников?,коррупция,низкая,Астана,новая,"Нет, для служебных автомобилей госорганов используются стандартные государственные регистрационные номерные знаки.",False
806,"Қаланың жанындағы өзеннің суы азайып, батпаққа айналып барады.",Река рядом с городом мелеет и превращается в болото.,экология,высокая,Кызылорда,в процессе,Проблема обмеления рек является комплексной. Будут проведены исследования для выяснения причин и разработки мер по спасению водоема.,False
807,Менің баламның мүгедектігіне байланысты оған тегін дәрі-дәрмек беруден бас тартты.,Моему ребенку-инвалиду отказали в предоставлении бесплатных лекарств.,соцподдержка,высокая,Астана,в процессе,"Перечень бесплатных лекарств утверждается министерством. Мы проверим, входит ли необходимый препарат в данный перечень и законность отказа.",False
808,"Көршімнің пәтеріндегі шуға байланысты полиция шақырсам, олар келмей қойды.","Я вызвал полицию из-за шума в квартире соседа, но они так и не приехали.",полиция,средняя,Алматы,в процессе,По данному факту будет проведена служебная проверка для выяснения причин отсутствия реакции на ваш вызов.,True
809,"Интернет провайдерінің қызметкерлері үйге келгенде, менің үйімдегі заттарды сындырып алды.","Сотрудники интернет-провайдера, придя на дом, сломали мои вещи.",интернет,высокая,Караганда,решена,Приносим глубочайшие извинения. Компания полностью возместит причиненный ущерб. С сотрудниками расторгнут договор.,False
810,"Автобус жүргізушісі менің аялдамамда тоқтамай, артынан 'кешір, байқамадым' деді.","Водитель автобуса не остановился на моей остановке, а потом сказал 'извини, не заметил'.",общественный транспорт,низкая,Астана,решена,Приносим извинения. С водителем проведена работа о необходимости быть внимательным.,True
